コード,短信タイトル,短信PDF_URL,来期見通し(短信抜粋)
5966,2026年3月期決算短信[日本基準]（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260515/20260514535318.pdf,今後の見通し今後のわが国経済は、雇用・所得環境の側面から引き続き底堅く推移するとの期待がある一方、2026年11月に中間選挙を控える米国の通商政策や中東情勢をはじめとする地政学リスクの高まりなど、先行きが見通し難い状況が続くと予想されます。また、関連業界においては、少子高齢化を背景とした技術者の高齢化や人手不足に伴う生産性や企業競争力などへの影響が問題視されている一方で、安全・安心に対する社会的要…
3477,2026年3月期決算短信〔日本基準〕（非連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260512524847.pdf,"業績見通しは、以下のように見込んでおります。2027年３月期業績予想は、売上高は20,000百万円（当事業年度比14.4％増）、営業利益は1,000百万円（当事業年度比13.6％増）、経常利益は900百万円（当事業年度比14.3％増）、当期純利益は650百万円（当事業年度比19.4％増）としております。(5) 継続企業の前提に関する重要事象等該当事項はありません。２．会計基準の選択に関する基本的な…"
7464,2026年３月期　決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260508/20260508519218.pdf,今後の見通し今後のわが国経済は、緩やかな回復基調が続くと予想されますが、今後の中東情勢により更なる商品価格の上昇が強く懸念され、また不透明感があり先行きが読めない状況にあります。当社グループが関連する工事保安用品業界におきましては、公共事業関連予算が前年並にあり国土強靭化、防災・減災に関する工事等が堅調に推移すると予想されます。一方で中東情勢による仕入価格の上昇、商品供給の停滞、加えて労務費や物流…
4365,2026年3月期 決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260515/20260514531737.pdf,今後の見通しにつきましては、物価上昇の継続、米国の通商政策の動向、中東情勢を起因とした原材料・エネルギ ー価格の高騰、金融資本市場の変動など依然として不透明な状況が続くと見込まれます。 このような情勢の中、当社グループにおきましても、原材料価格の大幅な上昇や想定を超えた為替レートの変動等 により、コストアップ等への影響が懸念されます。 従いまして次期の連結業績予想につきましては、現段階において合理…
3639,2025年６月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20250808/20250716515596.pdf,
7865,2026年１月期　決算短信[日本基準]（非連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260302/20260302572939.pdf,今後の見通し 前述の（中期的な方針）にも掲げましたとおり、現在、当社は事業構造改革を経て、2026年1月期より収益創出フ ェーズへ移行しております。好奇心事業第一弾「１curiosity(ワンキュリオシティ)」の市場投入に続き、次期2027 年１月期は第二弾「Baby curiosity(ベビーキュリオシティ)」を22商品展開し、本格的な事業拡張を図ります。 2027年1月期以降は、「ピタゴラス」…
2491,2025年12月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260130/20260130543406.pdf,次期の見通しにつきましては、市場の成熟化と消費者の消費行動の変化が同時に進みつつある等、既存事業における大幅な成長は見込めない環境にあるほか、「StoreMatch（ストアマッチ）」及び「STORE’s R∞（ストアーズ・アールエイト）」に係る取引契約が2025年７月31日付で終了したことにより、厳しい事業環境が継続するものと想定しておりますが、財務安全性を適正に確保しながら、中期成長のための投資…
5078,2026年２月期決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260414/20260310579251.pdf,今後の見通しにつきましては、雇用・所得環境の改善もあり景気は緩やかな回復を続けることが期待されるも のの、労務費の上昇や資材価格の高止まりにより建築コストの上昇が続くものと思われます。また、米国の関税 政策による世界経済への影響、変動する金融市場の動向に加え、ウクライナ及び中東の地政学的リスクに起因す る原油価格の高騰等により、引き続き不透明な状況が続くものと想定しております。 このような環境の中…
3054,2025年12月期  決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260213/20260213560850.pdf,業績見通しにつきましては、売上高110億66百円、営業利益1億29百万円、経常利益1億29百万円、親会社株主に帰属する当期純利益1億2百万円を計画しております。（５）利益配分に関する基本方針及び当期・次期の配当 当社は、株主の皆様への利益還元の充実を重要な政策のひとつと認識し、安定配当の継続を基本方針として、業績の推移などを勘案して実施することとしております。 また、内部留保金につきましては、経営…
3297,2025年５月期決算短信〔日本基準〕(非連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20250714/20250714513567.pdf,今後の見通し ア)次期の業績見通し 国内経済は、所得の増加などにより個人消費はじめ需要が引き続き緩やかに拡大しているものの、インフレ懸 念が根強くあることから、今後の金融政策が引き締め気味になるとみられ、これにより、国内需要の拡大ペース が鈍化していくものと予想されます。 海外においては、米国の経済が徐々に減速しつつあることに加え、中国の経済も足踏み状態にあることから、 原油市況も低下傾向にありま…
5915,2026年３月期　決算短信[日本基準]（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260513/20260513528754.pdf,今後の見通し 今後の国内景気につきましては、地政学的リスクの継続や顕在化にともなう海外経済の不確実性、為替動向や物 価上昇の影響などにより、先行きには引き続き不透明感が残るものと考えられます。一方で、雇用・所得環境の改 善を背景とした内需の持ち直しやインバウンド需要の回復が景気を下支えすることが期待される中、省人化・DX・ AI関連投資、脱炭素・エネルギー転換（GX）関連投資、国土強靭化に向けた投…
8584,2026年３月期 決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260515/20260514533008.pdf,次期の見通し 当社グループを取り巻く経営環境は、金融政策の転換による金利上昇などを背景に、依然とし て先行き不透明な状況が続いています。このようななか、中期３カ年経営計画「Do next!」の２ 年目となる2026年度は、中長期的な視点に立った事業構造改革を積極的に推進していきます。 一方で、資金調達の環境変化による金融費用及びデータセンターの移転方法変更に伴うシステ ム関連費用などのコスト増加に…
9895,2026年３月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260428512650.pdf,今後の見通しにつきましては、建設需要は底堅く推移することが期待される一方、資材価格や労務費の上昇に加え、中東地域におけるイラン情勢の悪化によるエネルギー価格の急激な変動等のリスクが存在し、事業環境の先行きは極めて不透明な状況が続くものと見込まれます。このような環境のなか、当社グループは、2025年度から2029年度までの５か年を対象とする「中期経営計画2029」を策定いたしました。中期経営計画20…
6159,2025年８月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20251010/20251010571283.pdf,"今後の見通し 次期の見通しにつきましては、米国の通商政策の影響に加え、継続している物価上昇や金融資本市場の変動等の影響があり、依然として先行き不透明な状況が続いております。当社におきましては、さらなる生産効率の向上、市場やお客様の期待に合致した高付加価値製品の開発等に取り組み、収益の確保に努めてまいります。このような状況から、2026年８月期の通期の連結業績予想につきましては、売上高5,467百万…"
2489,2025年12月期 決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260210/20260209552875.pdf,今後の見通し2026年12月期におきましては、深刻な人手不足への対応や賃上げの継続による内需の底堅い推移が見込まれる一方、米国の金利政策の動向に伴うさらなる円安進行や、関税引き上げ等の影響、さらには中国の経済対策の停滞に伴う景気の冷え込みなど、先行きが不透明な状況が続くことが予測されております。このような状況下の中、当社グループでは、パーパスとして掲げている『全世界に「なにこれ すげー こんなのは…
8159,2026年３月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260512/20260511523540.pdf,今後の見通し 中東をはじめとする地政学リスクやそれに伴う原材料・エネルギー価格などの上昇により、中国を中心とするア ジア地域の経済活動に不透明感が増しており、国内では人手不足や物価高騰による原価アップ、金利上昇や急激な 為替変動が加わり、依然として先行きは不透明な状況が続くことが予想されます。 このような環境において当社企業グループは、中長期経営計画「GIC30」で進めている各種戦略の実行に注力す…
3954,2026年３月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260513/20260512524770.pdf,今後の見通し 次期につきましては、中東情勢緊迫化による業績への影響を最小限に抑えて、売上数量や採算を確保していくことが急務となります。一方で賃上げによる人件費、投資設備完成による減価償却費などの負担が増加し、引き続き利益圧迫要因となることは避けられない見込みです。 当社グループの次期の業績は、中東情勢緊迫化の影響などから業績の見通しの前提となる石油由来の原材料の調達や価格、また主要販売先の生産設備…
3710,令和８年９月期 第２四半期（中間期）決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260513530885.pdf,業績見通し等の将来に関する記述は、当社が現在入手している情報及び合理的であると判断する一定の前提に基づいており、その達成を当社として約束する趣旨のものではありません。また、実際の業績等は、今後の経済情勢、市場動向に関わるリスクや不確定要因等様々な要因により大きく異なる可能性があります。なお、業績に影響を与える要因はこれらに限定されるものではありません。 ジョルダン株式会社(3710) 令和８年９月…
8076,2026年3月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260428/20260420507034.pdf,今後の見通しにつきましては、急激な為替変動リスク、国際紛争の長期化など不透明な状況が続くとともに、原材料・エネルギー価格の高止まりや物価の上昇に伴う諸コストの増大による収益の圧迫が想定されます。このような不透明な経済情勢の中でも、当社グループの経営理念である「お客様に第一に求められる企業」を念頭に、より付加価値のあるサービスの更なる向上にグループ一丸となって取り組んでまいります。 以上により、20…
7486,2026年３月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260512/20260429514061.pdf,次期の見通し 我が国の経済環境は、イスラエル・アメリカによるイラン攻撃に起因する原油価格の推移及び物価上昇の行方を見守る状況となり、先行き不透明な状況が継続すると思われます。また、これらがもたらす消費活動や企業活動の動静は当社グループの事業活動に大きく影響を及ぼす可能性があります。 こうした状況の中、当社グループは資本コストと株価を意識した経営に努め「中期経営計画（2025-2027）」の２年目の…
7985,2026年3月期決算短信[日本基準]（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260423509648.pdf,今後の見通しにつきましては、イラン軍事衝突の長期化懸念から、日本国内においても原油利用製品の供給不足及び価格高騰、更には為替相場の円安傾向に伴う輸入物価上昇といった景気下振れが懸念され、先行き不透明な状況となっています。一方、社会環境では、農業界におきましても温室効果ガス削減対応が急務となっており、その推進目標等は農林水産省により「みどりの食料システム戦略」として公表されています。 このような状況…
7957,2025年12月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260213/20260213559225.pdf,今後の見通し 今後の経営環境につきましては、わが国経済は緩やかな回復基調の継続が期待されますが、一方で、国内物価の 高騰に加え、国際情勢における地政学リスク、欧州や中国の景気動向、米国の通商政策の影響ならびに金融資本市 場の変動等により依然として先行き不透明な状況が続くことが予想されます。 このような環境のなか、当社は2026年12月期を初年度とする新たな中期経営計画を策定いたしました。詳細につ …
3131,2026年３月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260513/20260511521589.pdf,今後の見通し今後の事業環境につきましては、メモリー市況の動向や調達環境の変化が、引き続き当社グループの業績に影響を与えるものと認識しております。2026年３月期においては、主にメモリー市況の変動等を背景とした調達環境の変化により、原価率が上昇したことから、売上総利益率は低調に推移し、調整局面となりました。こうした事業環境や当連結会計年度の状況を踏まえ、2026年５月13日付で新たな中期経営計画を公…
5969,2026年3月期決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260512/20260508520270.pdf,今後の見通し今後の経済情勢につきましては、資材価格高騰等による物価の上昇、ウクライナや中東情勢の緊迫化による原油価格の高止まりや、米国による関税政策によって、世界経済への影響は、より一層、先行きが不透明な状況となっております。このような見通しの中、当社グループでは、経営ビジョン「モノづくりのプロに応え、モノづくりの愉しさを育む」、経営スローガン「私たちは工具を通じ、あらゆるモノづくりの要求に応える…
7885,2026年３月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260511/20260510521128.pdf,今後の見通しにつきましては、米国の通商政策の動向や円安も加わり、国内の消費者物価上昇等、経済環境は急速に変化しております。また、イランでの紛争を発端とする中東情勢の緊迫化は、原油価格の急騰や電子デバイス関連の材料市場のサプライチェーンの混乱等、大きな影響が懸念されております。 このような状況のなか、当社グループでは、第76期（2029年３月期）を最終目標年度とする中期経営計画「ONE TAKANO…
3134,2026年４月期　第３四半期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260313/20260313581414.pdf,業績見通し等の将来に関する記述は、当社が現在入手している情報及び合理的であると判断する一定の前提に基づいており、当社としてその実現を約束する趣旨のものではありません。実際の業績等は様々な要因により大きく異なる可能性があります。業績予想の前提となる条件および業績予想のご利用にあたっての注意事項等については、添付資料Ｐ４「１．経営成績等の概況（３）連結業績予想などの将来予測情報に関する説明」をご覧くだ…
6325,2026年３月期 決算短信〔日本基準〕（非連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260430/20260428513867.pdf,今後の見通し 次期事業年度は2033年3月期に迎える創業120周年を見据えた長期経営計画「Offensive120」における第２期中期事業計画（2027年３月期から2029年３月期まで）の初年度となります。 当社は、第１期中期事業計画における課題と反省を踏まえ、「成長軌道への回帰」を実現すべく、『変革スピードを加速し 確かな成長軌道へ Offensive120』をスローガンに、成長戦略を着実に推進…
6797,2026年３月期  決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260512/20260512525860.pdf,今後の見通し 当社グループを取り巻く環境は、道路建設など新規投資が減少し、維持更新需要にシフトしつつあります。また、近年甚大化する自然災害に対する防災対策や、労働力不足、脱炭素社会への対応といった社会課題の解決が急務となっております。さらには、自動運転等の新たなモビリティの進展など大きな転換期にあります。 当社グループは創立80周年を迎え、長年培ってきた道路交通安全分野における経験と技術を土台に、…
7628,2026年３月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260512/20260512525823.pdf,今後の見通し 今後の世界経済は、中国経済の減速基調、米国通商政策の不確実性に加え、イラン情勢の混迷に伴いガソリンや 原油由来の原材料の品薄感や価格高騰が顕在化しつつあり、先行きの不透明感が更に高まっています。日系自動車 メーカーの生産は、日本、米州では比較的堅調に推移していますが、地場メーカーを含めた過当競争が続いている 中国、需要低迷が続くアセアン市場では減少が続いており、今後のイラン情勢次第で…
6276,2025年12月期　決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260216/20260213562201.pdf,今後の見通し「（１）当期の経営成績の概況」に記載の通り、当社において固定資産の減損損失を計上することといたしましたが、近年の業績低迷の状況を鑑み、役員報酬削減や技術開発拠点の再編による事務所コストの低減、研究開発投資の凍結、新規機械・新型ソフトウエア開発に関わる設備・人材投資の削減によりコスト体質の改善を進めてまいりました。さらに、2025年夏に開始した国内事業体制の再構築に伴う希望退職優遇制度を…
7472,2026年３月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260508/20260430514433.pdf,今後の見通し 半導体市場におきましては、生成ＡＩ関連の需要増に伴うデータセンターの拡張や、新規アプリケーションの開 発が継続し、関連する設備投資は今後も活発に推移するものと予想しております。自動車産業では、ＥＶ（電気自 動車）市場の減速や米国の関税政策による影響など、予断を許さない状況が続いております。しかしながら、ＨＶ （ハイブリッド車）やＡＤＡＳ（先進運転支援システム）関連の設備投資は底堅く推…
6151,2026年3月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260515/20260515536485.pdf,今後の見通し当社グループは、「中期経営計画2026」に基づき、成長領域への投資および生産体制の最適化、経営基盤の強化を進めております。一方で、足元では中東情勢をはじめとする地政学的リスクの高まりや、原材料費、エネルギーコスト等の高止まりにより、当社グループをとりまく事業環境は不確実性が高い状況が継続していることに加え、新工場の稼働により、減価償却費等の固定費負担が先行している状況となっております。…
6820,2026年3月期決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260515/20260515536144.pdf,今後の見通し現下の中東情勢による業績への影響につきましては、物流面で一部影響が見られるものの軽微にとどまっております。一方で、原材料の一部において価格高騰が生じるなど、先行きは不透明な状況にあります。加えて、通商摩擦や地政学リスクなど不確実性を伴う要因は複数存在しておりますが、現時点の製品需要の見通しにつきましては、海外市場は緩やかな回復基調にあり、国内市場においても引き続き底堅く推移するものと見…
2221,2026年３月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260512/20260512525190.pdf,今後の見通し 米菓業界におきましては、原料米価格の高止まりや調達環境の不透明さが残り負担が大きいなか、人件費や物流費の上昇に加えエネルギーコストの増加も見込まれるなど、採算維持が難しい厳しい事業環境が続いております。 このような環境のもと、当社グループは、中期経営計画の２年目となる第74期において、「一歩先の取組みを確かな力に変えてゆこう！」をスローガンに掲げ、基本方針を『中期経営計画「米(マイ)…
8141,2026年3月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260515/20260513530601.pdf,"今後の見通し 当社グループの2027年３月期の連結業績予想につきましては、連結売上高1,260億円、営業利益18億円、経常利 益21億円、親会社株主に帰属する当期純利益14億円を見込んでおります。配当につきましては、連結配当性向50 ％を目途に実施することとして、１株当たり年間配当24.50円を予定しています。 ２．会計基準の選択に関する基本的な考え方 当社グループは、連結財務諸表の期間比較可能性…"
3583,2026年３月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260512/20260511523336.pdf,今後の見通し 今後の経済環境の見通しにつきましては、米国とイスラエルによるイランへの軍事行動がホルムズ海峡の封鎖を 招き、その結果、原油とナフサなどの供給不足が世界的なエネルギー価格の高騰や原材料の供給リスクとなり、世 界経済の減速懸念が一段と高まっております。また国内においては、人手不足による賃上げや円安進行による原材 料およびエネルギー価格の高騰など、かつてないほどのコスト増加が予想され、当社…
6778,2025年７月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20250911/20250910555450.pdf,今後の見通し 移動体通信市場におきましては、第5世代移動通信方式（5G）の商用サービスが開始され、当初は順調に基地局数も増加しましたが、開発投資は減少傾向にあります。しかしながら、次世代の通信規格となる6Gを見据えた研究活動が開始され、今後は活発な活動が展開されるものと予想されます。（物販セグメント） 物販セグメントにつきましては、引き続き5Gのフラッグシップ製品となる「DuoSIM-5G」など5…
4170,2025年12月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260213/20260209552253.pdf,今後の見通し 2026年12月期におきましては、企業活動におけるデジタル化の進展が引き続き進むとともに、生成AIをはじめとする新技術の普及が進展することにより、企業のデジタルトランスフォーメーション（DX）推進に対するニーズは、引き続き高い水準で推移するものと見込まれます。このような市場環境の下、当社グループは、成長が見込まれるマーケティングDXの分野において、多様な業種のクライアントに対し、グル…
5945,2026年３月期 決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260513528751.pdf,今後の見通しにつきましては、米国の関税政策や中東を始めとする世界各地における地政学的リスクの影響によ り、経営環境は依然として予断を許さない状況が続くものと見込まれます。 このような状況下、2026年度は、中期経営計画（2024年度～2026年度）の最終年度となり、「グローバル市場に 対応する販売・技術サポート体制強化による環境に配慮した製品及び高付加価値製品の拡販」に取り組むとともに、 「ＣＯ2…
6158,2026年３月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260508/20260508520553.pdf,今後の見通し 当社グループを取り巻く経営環境につきましては、中国におけるプロファイル研削盤の受注が好調に推移してい るものの、イラン情勢の悪化に起因する海上輸送の混乱により、製品の販売および資材の仕入等に影響を受ける可 能性があり、今後の動向を注視する必要があります。 上記状況を注視しつつ、グローバル展開の継続、既存製品の品質向上、生産工程の見直し及び新製品の開発等に 取り組み、売上高及び利益確保…
3892,2025年５月期　決算短信[日本基準](非連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20250714/20250711513050.pdf,今後の見通し 翌事業年度の見通しにつきましては、主に包装用資材を製造・販売する当社の営業活動は国内外の景気動向に大きく影響を受けるところ、今後のわが国経済は雇用・所得環境が改善に向かうなかで緩やかな景気の持ち直しが期待される一方、米国の通商政策の影響による景気の下振れリスク等引き続き不透明な状況が続くことが予測されます。これらは当社の板紙・美粧ケースの販売を左右する不安要素であり、厳しい経営環境が…
7928,2025年８月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20251014/20250926563011.pdf,次期の見通しにつきましては、売上高は78億50百万円（前期比6.1％減）、営業利益は40百万円（前期は営業損失45百万円）、経常利益は１億10百万円（前期比3.0％減）、親会社株主に帰属する当期純利益は50百万円（前期比6.1％増）を予想しております。(5）利益配分に関する基本方針 当社は、年間配当金10円を下限とし年間配当金を連結配当性向30％以上とすることを利益配分の基本方針としております。 …
3851,令和8年3月期  決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260515/20260515537162.pdf,"今後の見通し 令和9年3月期の連結業績予想につきましては、下記のように見込んでおります。 売上高 4,784,068千円（前期比32.6％増） 営業利益 296,216千円（前期は409,156千円の営業損失） 経常利益 449,489千円（前期は 55,417千円の経常損失） 親会社株主に帰属する当期純利益 331,591千円（前期は255,582千円の親会社株主に帰属する当期純損失） なお、業…"
3895,2026年3月期 決算短信〔日本基準〕(非連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260513531059.pdf,今後の見通し 2027年３月期につきましては、中東情勢の緊張が続く中、エネルギーや原材料価格の高騰等により、しばらくは 先行き不透明な状況が続くものと思われます。この影響は当社における原材料価格や生産活動に加え、顧客企業の 事業活動にも波及しており、今後の見通し判断が困難な状況にあります。 このような状況を踏まえ、現時点においては合理的な前提のもと業績予想を算定することが困難であることから、 20…
9867,2026年3月期　決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260508/20260424510841.pdf,今後の見通しにつきましては、雇用・所得環境の改善やインバウンド需要の継続と企業の設備投資の底堅さにより、景気は緩やかな持ち直し基調が続くと思われますが、原材料や物価の上昇に加え、ウクライナ情勢や中東情勢緊迫化をはじめとする地政学リスクの高まり、米国の通商政策による世界経済への影響等、依然として先行きは不透明な状況が続くものと予想されます。このような状況のなか、当社グループは従業員参加による活性化委…
5997,2025年12月期 決算短信[日本基準](連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260212/20260212555505.pdf,今後の見通し） 今後のわが国経済につきましては、社会経済活動が緩やかに回復することにより、企業の設備投資が増加すると見込まれますが、海外情勢の不確実性や為替・金利の動向で原材料の価格や労務費などの物価高が懸念され、先行きは依然として厳しい受注環境が続くものと予想されます。 当社グループとしましては、住宅製品の壁かけ式全熱交換型空気清浄機「えあくるん」、24時間マルチ換気システム「ＤＥＳＩＸ」などの…
7953,2026年３月期　決算短信[日本基準]（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260513531073.pdf,今後の見通し 今後のわが国経済の見通しにつきましては、雇用・所得環境の改善や堅調な企業収益を背景に、引き続き緩やか な回復基調で推移すると思われます。しかし、中東情勢の緊迫化に伴う原材料及びエネルギー価格の高騰、物価上 昇による個人消費マインドの低下など、先行きは依然として不透明な状況が続くと予想しています。 このような状況の中、当社グループではサスティナビリティ方針「Repaint the fu…
1887,2025年５月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20250715/20250715514366.pdf,今後の見通し 当社グループの2025年５月期業績は、建築事業が回復基調に転じて計画を超える利益を計上したほか、関連事業 の販売用不動産等の一部売却や太陽光発電を中心としたエネルギー事業のストック収益などが貢献し、黒字化を達 成しました。一方、土木事業は三期連続の損失計上となり、回復が遅れています。 この度、当社グループでは、2026年５月期からの３カ年経営計画「中期経営計画2027」を策定しました…
1793,2026年３月期 決算短信〔日本基準〕(非連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260513/20260512526726.pdf,今後の見通し 今後のわが国経済は、政府による各種経済対策や賃上げの定着による雇用・所得環境の改善、堅 調な企業収益を背景に、景気は緩やかな回復基調で推移することが期待されます。一方、中東情勢 の緊迫化に伴う地政学的リスクの高まりなどにより、世界的なサプライチェーンの混乱やエネルギ ー・資源価格の高騰などが懸念されます。加えて、海外経済の減速リスクなど不確実性も多く、景 気の先行きは依然として不透明…
3417,2026年３月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260515/20260514534886.pdf,次期の見通し) 国内経済の次期の見通しにつきましては、人手不足や賃上げを背景に雇用や所得の環境改善が継続しており、国内 需要を中心に景気の回復基調が見込まれます。 しかしながら、中東情勢の不安定化やウクライナ紛争などの地政学的リスクは継続しており、原油や石油化学製品 の供給不安や輸入物価の高騰に対する懸念に加えて、人件費、物流コスト、食料品価格などの上昇による国内インフ レ基調の継続から、消費マイ…
3277,2025年12月期 決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260213/20260212557986.pdf,"業績見通しにつきましては、売上高25,500百万円（前年同期比9.2％増）、営業利益 2,400百万円（前年同期比6.8％増）、経常利益1,900百万円（前年同期比2.6％増）、親会社株主に帰属する当期 純利益1,330百万円（前年同期比2.7％増）を見込んでおります。 （５）利益配分に関する基本方針及び当期・次期の配当 ① 基本方針 当社は、株主の皆さまへの利益還元を重要な経営課題の一つとして位…"
6349,2026年３月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260513529183.pdf,今後の見通し 当社は、長期的展望に立ち、証券印刷機事業で政府関連機関に超長期に渡るサービスを提供すること等のため、 財務・経営基盤への信頼と将来の事業拡大を目的に内部留保の確保を念頭に置きながら、株主の皆様に対し安定か つ充実した利益還元を継続的に行うことを最重要課題の一つと認識しております。当期の期末配当金につきまして は、一株当たり普通配当35円とさせていただくべく、第80回定時株主総会に付議…
7614,2026年１月期　決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260313/20260313581677.pdf,次期の見通し） 次期（2027年１月期）の見通しにつきましては、日本経済は雇用・所得環境が改善する下で、各種政策の効果もあって、緩やかな回復が続くことが期待されますが、不安定な国際情勢による資源、エネルギー価格の高止まりやインフレの進行、消費マインドの下振れ等、先行きは依然不透明な状況であります。 このような環境の中、当社グループが属する食肉小売業界においては、原材料価格やエネルギー価格の高騰、人…
8075,2026年3月期決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260513/20260513528305.pdf,今後の見通しにつきましては、日本経済は物価上昇や人手不足の影響により、設備投資や個人消費の持続性には 引き続き注視が必要な状況にあり、また為替動向の変動が企業収益に与える影響にも留意が必要です。自動車分野 においても生産動向は前年度並みの水準にあるものの、外部環境の影響を受けやすい状況が継続するものと見込ま れます。このような事業環境の中、中期経営計画の最終年度となる2027年３月期の連結業績予想…
